YYYY,MM,DD,hh,mm,ss,Q_AR_TR_sum (m^3/s)
1970,7,18,0,0,0,374.631264
1970,7,19,0,0,0,254.284864
1970,7,20,0,0,0,206.429472
1970,7,21,0,0,0,354.243168
1970,7,22,0,0,0,552.743936
1970,7,23,0,0,0,672.807168
1970,7,24,0,0,0,542.833056
1970,7,25,0,0,0,475.155904
1970,7,26,0,0,0,402.09856
1970,7,27,0,0,0,410.310432
1970,7,28,0,0,0,340.934272
1970,7,29,0,0,0,368.401568
1970,7,30,0,0,0,613.908224
1970,7,31,0,0,0,631.46464
1970,8,1,0,0,0,722.0784
1970,8,2,0,0,0,425.318336
1970,8,3,0,0,0,470.625216
1970,8,4,0,0,0,467.2272
1970,8,5,0,0,0,477.704416
1970,8,6,0,0,0,576.530048
1970,8,7,0,0,0,986.557312
1970,8,8,0,0,0,639.393344
1970,8,9,0,0,0,579.361728
1970,8,10,0,0,0,1206.29568
1970,8,11,0,0,0,979.76128
1970,8,12,0,0,0,795.70208
1970,8,13,0,0,0,722.0784
1970,8,14,0,0,0,665.4448
1970,8,15,0,0,0,653.834912
1970,8,16,0,0,0,621.270592
1970,8,17,0,0,0,622.9696
1970,8,18,0,0,0,476.005408
1970,8,19,0,0,0,477.704416
1970,8,20,0,0,0,522.728128
1970,8,21,0,0,0,656.94976
1970,8,22,0,0,0,710.75168
1970,8,23,0,0,0,596.634976
1970,8,24,0,0,0,617.30624
1970,8,25,0,0,0,588.98944
1970,8,26,0,0,0,518.480608
1970,8,27,0,0,0,465.245024
1970,8,28,0,0,0,475.155904
1970,8,29,0,0,0,592.387456
1970,8,30,0,0,0,608.244864
1970,8,31,0,0,0,507.720224
1970,9,1,0,0,0,597.201312
1970,9,2,0,0,0,723.49424
1970,9,3,0,0,0,702.822976
1970,9,4,0,0,0,690.080416
1970,9,5,0,0,0,606.545856
1970,9,6,0,0,0,408.611424
1970,9,7,0,0,0,404.080736
1970,9,8,0,0,0,400.965888
1970,9,9,0,0,0,343.482784
1970,9,10,0,0,0,381.144128
1970,9,11,0,0,0,394.736192
1970,9,12,0,0,0,408.894592
1970,9,13,0,0,0,369.251072
1970,9,14,0,0,0,436.07872
1970,9,15,0,0,0,365.28672
1970,9,16,0,0,0,402.664896
1970,9,17,0,0,0,497.526176
1970,9,18,0,0,0,533.77168
1970,9,19,0,0,0,556.141952
1970,9,20,0,0,0,485.349952
1970,9,21,0,0,0,525.559808
1970,9,22,0,0,0,541.983552
1970,9,23,0,0,0,617.023072
1970,9,24,0,0,0,613.341888
1970,9,25,0,0,0,514.516256
1970,9,26,0,0,0,465.528192
1970,9,27,0,0,0,400.116384
1970,9,28,0,0,0,356.225344
1970,9,29,0,0,0,368.1184
1970,9,30,0,0,0,329.89072
1970,10,1,0,0,0,249.18784
1970,10,2,0,0,0,214.075008
1970,10,3,0,0,0,240.126464
1970,10,4,0,0,0,245.789824
1970,10,5,0,0,0,206.71264
1970,10,6,0,0,0,325.360032
1970,10,7,0,0,0,263.629408
1970,10,8,0,0,0,222.853216
1970,10,9,0,0,0,388.506496
1970,10,10,0,0,0,295.627392
1970,10,11,0,0,0,298.175904
1970,10,12,0,0,0,478.270752
1970,10,13,0,0,0,602.015168
1970,10,14,0,0,0,675.072512
1970,10,15,0,0,0,724.91008
1970,10,16,0,0,0,857.99904
1970,10,17,0,0,0,809.86048
1970,10,18,0,0,0,580.4944
1970,10,19,0,0,0,651.2864
1970,10,20,0,0,0,1421.50336
1970,10,21,0,0,0,1478.420128
1970,10,22,0,0,0,1234.895648
1970,10,23,0,0,0,788.62288
1970,10,24,0,0,0,635.428992
1970,10,25,0,0,0,799.666432
1970,10,26,0,0,0,673.373504
1970,10,27,0,0,0,758.89024
1970,10,28,0,0,0,690.080416
1970,10,29,0,0,0,685.26656
1970,10,30,0,0,0,832.51392
1970,10,31,0,0,0,857.99904
1970,11,1,0,0,0,1124.17696
1970,11,2,0,0,0,1061.88
1970,11,3,0,0,0,872.15744
1970,11,4,0,0,0,710.75168
1970,11,5,0,0,0,704.805152
1970,11,6,0,0,0,718.114048
1970,11,7,0,0,0,612.209216
1970,11,8,0,0,0,495.544
1970,11,9,0,0,0,447.971776
1970,11,10,0,0,0,453.351968
1970,11,11,0,0,0,572.282528
1970,11,12,0,0,0,667.710144
1970,11,13,0,0,0,686.965568
1970,11,14,0,0,0,705.937824
1970,11,15,0,0,0,676.205184
1970,11,16,0,0,0,540.001376
1970,11,17,0,0,0,604.280512
1970,11,18,0,0,0,793.719904
1970,11,19,0,0,0,860.83072
1970,11,20,0,0,0,923.12768
1970,11,21,0,0,0,835.3456
1970,11,22,0,0,0,886.31584
1970,11,23,0,0,0,807.0288
1970,11,24,0,0,0,747.56352
1970,11,25,0,0,0,891.9792
1970,11,26,0,0,0,883.48416
1970,11,27,0,0,0,843.84064
1970,11,28,0,0,0,560.106304
1970,11,29,0,0,0,516.498432
1970,11,30,0,0,0,492.71232
1970,12,1,0,0,0,419.654976
1970,12,2,0,0,0,404.647072
1970,12,3,0,0,0,413.991616
1970,12,4,0,0,0,505.171712
1970,12,5,0,0,0,473.173728
1970,12,6,0,0,0,453.351968
1970,12,7,0,0,0,467.2272
1970,12,8,0,0,0,472.607392
1970,12,9,0,0,0,534.621184
1970,12,10,0,0,0,673.373504
1970,12,11,0,0,0,608.8112
1970,12,12,0,0,0,616.173568
1970,12,13,0,0,0,622.9696
1970,12,14,0,0,0,702.25664
1970,12,15,0,0,0,699.42496
1970,12,16,0,0,0,1093.02848
1970,12,17,0,0,0,1359.2064
1970,12,18,0,0,0,1359.2064
1970,12,19,0,0,0,1282.75104
1970,12,20,0,0,0,1166.65216
1970,12,21,0,0,0,1107.18688
1970,12,22,0,0,0,1064.71168
1970,12,23,0,0,0,1234.61248
1970,12,24,0,0,0,1095.86016
1970,12,25,0,0,0,1163.82048
1970,12,26,0,0,0,1347.87968
1970,12,27,0,0,0,1209.12736
1970,12,28,0,0,0,1025.06816
1970,12,29,0,0,0,1211.95904
1970,12,30,0,0,0,1676.35456
1970,12,31,0,0,0,1948.19584
1971,1,1,0,0,0,2296.49248
1971,1,2,0,0,0,2222.8688
1971,1,3,0,0,0,1911.384
1971,1,4,0,0,0,1823.60192
1971,1,5,0,0,0,2440.90816
1971,1,6,0,0,0,2463.5616
1971,1,7,0,0,0,2548.512
1971,1,8,0,0,0,2486.21504
1971,1,9,0,0,0,2245.52224
1971,1,10,0,0,0,2160.57184
1971,1,11,0,0,0,1888.73056
1971,1,12,0,0,0,1557.424
1971,1,13,0,0,0,1486.632
1971,1,14,0,0,0,1421.50336
1971,1,15,0,0,0,1503.62208
1971,1,16,0,0,0,1693.34464
1971,1,17,0,0,0,1829.26528
1971,1,18,0,0,0,1806.61184
1971,1,19,0,0,0,1537.60224
1971,1,20,0,0,0,1418.67168
1971,1,21,0,0,0,1407.34496
1971,1,22,0,0,0,1432.83008
1971,1,23,0,0,0,1421.50336
1971,1,24,0,0,0,1418.67168
1971,1,25,0,0,0,1667.85952
1971,1,26,0,0,0,2152.0768
1971,1,27,0,0,0,2760.888
1971,1,28,0,0,0,2888.3136
1971,1,29,0,0,0,2777.87808
1971,1,30,0,0,0,2701.42272
1971,1,31,0,0,0,2622.13568
1971,2,1,0,0,0,2486.21504
1971,2,2,0,0,0,2106.76992
1971,2,3,0,0,0,1985.00768
1971,2,4,0,0,0,1874.57216
1971,2,5,0,0,0,2265.344
1971,2,6,0,0,0,2752.39296
1971,2,7,0,0,0,3525.4416
1971,2,8,0,0,0,4273.00512
1971,2,9,0,0,0,4635.46016
1971,2,10,0,0,0,4519.36128
1971,2,11,0,0,0,4185.22304
1971,2,12,0,0,0,3601.89696
1971,2,13,0,0,0,3318.72896
1971,2,14,0,0,0,3004.41248
1971,2,15,0,0,0,2735.40288
1971,2,16,0,0,0,2123.76
1971,2,17,0,0,0,1936.86912
1971,2,18,0,0,0,1951.02752
1971,2,19,0,0,0,1798.1168
1971,2,20,0,0,0,2341.79936
1971,2,21,0,0,0,3477.30304
1971,2,22,0,0,0,4216.37152
1971,2,23,0,0,0,4890.31136
1971,2,24,0,0,0,5320.72672
1971,2,25,0,0,0,5567.08288
1971,2,26,0,0,0,5838.92416
1971,2,27,0,0,0,6173.0624
1971,2,28,0,0,0,6229.696
1971,3,1,0,0,0,6399.5968
1971,3,2,0,0,0,6880.9824
1971,3,3,0,0,0,7900.3872
1971,3,4,0,0,0,8381.7728
1971,3,5,0,0,0,8551.6736
1971,3,6,0,0,0,8749.8912
1971,3,7,0,0,0,8863.1584
1971,3,8,0,0,0,8919.792
1971,3,9,0,0,0,8863.1584
1971,3,10,0,0,0,8948.1088
1971,3,11,0,0,0,8806.5248
1971,3,12,0,0,0,8495.04
1971,3,13,0,0,0,8126.9216
1971,3,14,0,0,0,7673.8528
1971,3,15,0,0,0,7107.5168
1971,3,16,0,0,0,6541.1808
1971,3,17,0,0,0,5935.20128
1971,3,18,0,0,0,5343.38016
1971,3,19,0,0,0,5300.90496
1971,3,20,0,0,0,5346.21184
1971,3,21,0,0,0,5082.8656
1971,3,22,0,0,0,4564.66816
1971,3,23,0,0,0,4052.13408
1971,3,24,0,0,0,3556.59008
1971,3,25,0,0,0,3270.5904
1971,3,26,0,0,0,4508.03456
1971,3,27,0,0,0,5054.5488
1971,3,28,0,0,0,5249.93472
1971,3,29,0,0,0,5450.984
1971,3,30,0,0,0,5487.79584
1971,3,31,0,0,0,5533.10272
1971,4,1,0,0,0,5504.78592
1971,4,2,0,0,0,5414.17216
1971,4,3,0,0,0,5218.78624
1971,4,4,0,0,0,5023.40032
1971,4,5,0,0,0,4765.71744
1971,4,6,0,0,0,4491.04448
1971,4,7,0,0,0,4088.94592
1971,4,8,0,0,0,3715.16416
1971,4,9,0,0,0,3165.81824
1971,4,10,0,0,0,2707.08608
1971,4,11,0,0,0,2287.99744
1971,4,12,0,0,0,2120.92832
1971,4,13,0,0,0,1489.46368
1971,4,14,0,0,0,1554.59232
1971,4,15,0,0,0,1529.1072
1971,4,16,0,0,0,1418.67168
1971,4,17,0,0,0,1347.87968
1971,4,18,0,0,0,1356.37472
1971,4,19,0,0,0,880.65248
1971,4,20,0,0,0,832.51392
1971,4,21,0,0,0,1022.23648
1971,4,22,0,0,0,1047.7216
1971,4,23,0,0,0,1169.48384
1971,4,24,0,0,0,1418.67168
1971,4,25,0,0,0,1653.70112
1971,4,26,0,0,0,2137.9184
1971,4,27,0,0,0,2259.68064
1971,4,28,0,0,0,2081.2848
1971,4,29,0,0,0,1917.04736
1971,4,30,0,0,0,2588.15552
1971,5,1,0,0,0,2848.67008
1971,5,2,0,0,0,2925.12544
1971,5,3,0,0,0,2834.51168
1971,5,4,0,0,0,2302.15584
1971,5,5,0,0,0,2095.4432
1971,5,6,0,0,0,1738.65152
1971,5,7,0,0,0,1418.67168
1971,5,8,0,0,0,1410.17664
1971,5,9,0,0,0,1537.60224
1971,5,10,0,0,0,1404.51328
1971,5,11,0,0,0,1271.42432
1971,5,12,0,0,0,2038.8096
1971,5,13,0,0,0,3440.4912
1971,5,14,0,0,0,3533.93664
1971,5,15,0,0,0,3672.68896
1971,5,16,0,0,0,3474.47136
1971,5,17,0,0,0,3179.97664
1971,5,18,0,0,0,3072.3728
1971,5,19,0,0,0,2893.97696
1971,5,20,0,0,0,2780.70976
1971,5,21,0,0,0,2684.43264
1971,5,22,0,0,0,2531.52192
1971,5,23,0,0,0,2205.87872
1971,5,24,0,0,0,1715.99808
1971,5,25,0,0,0,1010.90976
1971,5,26,0,0,0,705.08832
1971,5,27,0,0,0,753.22688
1971,5,28,0,0,0,1019.4048
1971,5,29,0,0,0,1160.9888
1971,5,30,0,0,0,821.1872
1971,5,31,0,0,0,693.7616
1971,6,1,0,0,0,743.316
1971,6,2,0,0,0,622.686432
1971,6,3,0,0,0,756.05856
1971,6,4,0,0,0,863.6624
1971,6,5,0,0,0,818.35552
1971,6,6,0,0,0,869.32576
1971,6,7,0,0,0,758.89024
1971,6,8,0,0,0,812.69216
1971,6,9,0,0,0,900.47424
1971,6,10,0,0,0,880.65248
1971,6,11,0,0,0,821.1872
1971,6,12,0,0,0,790.888224
1971,6,13,0,0,0,659.215104
1971,6,14,0,0,0,664.878464
1971,6,15,0,0,0,869.32576
1971,6,16,0,0,0,1217.6224
1971,6,17,0,0,0,835.3456
1971,6,18,0,0,0,811.559488
1971,6,19,0,0,0,784.941696
1971,6,20,0,0,0,637.977504
1971,6,21,0,0,0,585.025088
1971,6,22,0,0,0,722.0784
1971,6,23,0,0,0,781.54368
1971,6,24,0,0,0,745.015008
1971,6,25,0,0,0,742.183328
1971,6,26,0,0,0,747.846688
1971,6,27,0,0,0,651.003232
1971,6,28,0,0,0,682.43488
1971,6,29,0,0,0,710.185344
1971,6,30,0,0,0,693.478432
1971,7,1,0,0,0,713.58336
1971,7,2,0,0,0,758.89024
1971,7,3,0,0,0,821.1872
1971,7,4,0,0,0,690.646752
1971,7,5,0,0,0,535.470688
1971,7,6,0,0,0,487.615296
1971,7,7,0,0,0,459.015328
1971,7,8,0,0,0,517.064768
1971,7,9,0,0,0,805.896128
1971,7,10,0,0,0,806.179296
1971,7,11,0,0,0,716.41504
1971,7,12,0,0,0,532.922176
1971,7,13,0,0,0,588.98944
1971,7,14,0,0,0,744.73184
1971,7,15,0,0,0,787.20704
1971,7,16,0,0,0,719.529888
1971,7,17,0,0,0,799.383264
1971,7,18,0,0,0,1203.464
1971,7,19,0,0,0,1401.6816
1971,7,20,0,0,0,1302.5728
1971,7,21,0,0,0,1036.39488
1971,7,22,0,0,0,877.8208
1971,7,23,0,0,0,739.634816
1971,7,24,0,0,0,642.508192
1971,7,25,0,0,0,577.66272
1971,7,26,0,0,0,538.0192
1971,7,27,0,0,0,625.518112
1971,7,28,0,0,0,1061.88
1971,7,29,0,0,0,1707.50304
1971,7,30,0,0,0,2225.70048
1971,7,31,0,0,0,2715.58112
1971,8,1,0,0,0,2338.96768
1971,8,2,0,0,0,2067.1264
1971,8,3,0,0,0,1699.008
1971,8,4,0,0,0,1633.87936
1971,8,5,0,0,0,1318.14704
1971,8,6,0,0,0,1408.7608
1971,8,7,0,0,0,1406.495456
1971,8,8,0,0,0,1128.42448
1971,8,9,0,0,0,1039.792896
1971,8,10,0,0,0,921.995008
1971,8,11,0,0,0,702.25664
1971,8,12,0,0,0,871.591104
1971,8,13,0,0,0,839.876288
1971,8,14,0,0,0,1054.234464
1971,8,15,0,0,0,915.482144
1971,8,16,0,0,0,792.020896
1971,8,17,0,0,0,778.712
1971,8,18,0,0,0,569.16768
1971,8,19,0,0,0,757.757568
1971,8,20,0,0,0,905.004928
1971,8,21,0,0,0,810.993152
1971,8,22,0,0,0,717.83088
1971,8,23,0,0,0,729.440768
1971,8,24,0,0,0,614.757728
1971,8,25,0,0,0,784.37536
1971,8,26,0,0,0,821.1872
1971,8,27,0,0,0,755.492224
1971,8,28,0,0,0,711.884352
1971,8,29,0,0,0,619.288416
1971,8,30,0,0,0,460.997504
1971,8,31,0,0,0,433.813376
1971,9,1,0,0,0,485.349952
1971,9,2,0,0,0,705.08832
1971,9,3,0,0,0,1073.20672
1971,9,4,0,0,0,1143.99872
1971,9,5,0,0,0,1074.339392
1971,9,6,0,0,0,994.202848
1971,9,7,0,0,0,740.201152
1971,9,8,0,0,0,641.37552
1971,9,9,0,0,0,686.399232
1971,9,10,0,0,0,883.767328
1971,9,11,0,0,0,784.941696
1971,9,12,0,0,0,684.983392
1971,9,13,0,0,0,572.565696
1971,9,14,0,0,0,445.423264
1971,9,15,0,0,0,405.779744
1971,9,16,0,0,0,510.268736
1971,9,17,0,0,0,801.36544
1971,9,18,0,0,0,1121.34528
1971,9,19,0,0,0,1262.92928
1971,9,20,0,0,0,1141.16704
1971,9,21,0,0,0,801.36544
1971,9,22,0,0,0,710.75168
1971,9,23,0,0,0,735.670464
1971,9,24,0,0,0,693.7616
1971,9,25,0,0,0,751.527872
1971,9,26,0,0,0,727.74176
1971,9,27,0,0,0,596.351808
1971,9,28,0,0,0,659.78144
1971,9,29,0,0,0,855.16736
1971,9,30,0,0,0,891.9792
1971,10,1,0,0,0,942.94944
1971,10,2,0,0,0,850.070336
1971,10,3,0,0,0,771.915968
1971,10,4,0,0,0,643.640864
1971,10,5,0,0,0,511.967744
1971,10,6,0,0,0,600.882496
1971,10,7,0,0,0,695.743776
1971,10,8,0,0,0,629.482464
1971,10,9,0,0,0,498.092512
1971,10,10,0,0,0,380.577792
1971,10,11,0,0,0,324.793696
1971,10,12,0,0,0,318.280832
1971,10,13,0,0,0,304.971936
1971,10,14,0,0,0,303.556096
1971,10,15,0,0,0,298.74224
1971,10,16,0,0,0,299.874912
1971,10,17,0,0,0,327.908544
1971,10,18,0,0,0,318.564
1971,10,19,0,0,0,304.688768
1971,10,20,0,0,0,302.423424
1971,10,21,0,0,0,308.65312
1971,10,22,0,0,0,350.278816
1971,10,23,0,0,0,438.344064
1971,10,24,0,0,0,427.017344
1971,10,25,0,0,0,411.726272
1971,10,26,0,0,0,431.548032
1971,10,27,0,0,0,375.763936
1971,10,28,0,0,0,370.666912
1971,10,29,0,0,0,431.264864
1971,10,30,0,0,0,485.63312
1971,10,31,0,0,0,416.540128
1971,11,1,0,0,0,354.526336
1971,11,2,0,0,0,361.322368
1971,11,3,0,0,0,459.581664
1971,11,4,0,0,0,479.403424
1971,11,5,0,0,0,509.136064
1971,11,6,0,0,0,434.66288
1971,11,7,0,0,0,394.453024
1971,11,8,0,0,0,354.243168
1971,11,9,0,0,0,353.676832
1971,11,10,0,0,0,822.319872
1971,11,11,0,0,0,473.456896
1971,11,12,0,0,0,468.926208
1971,11,13,0,0,0,381.993632
1971,11,14,0,0,0,412.00944
1971,11,15,0,0,0,410.876768
1971,11,16,0,0,0,444.290592
1971,11,17,0,0,0,455.90048
1971,11,18,0,0,0,500.357856
1971,11,19,0,0,0,451.086624
1971,11,20,0,0,0,376.896608
1971,11,21,0,0,0,306.954112
1971,11,22,0,0,0,292.229376
1971,11,23,0,0,0,298.74224
1971,11,24,0,0,0,419.08864
1971,11,25,0,0,0,569.734016
1971,11,26,0,0,0,533.205344
1971,11,27,0,0,0,470.342048
1971,11,28,0,0,0,475.439072
1971,11,29,0,0,0,435.229216
1971,11,30,0,0,0,406.629248
1971,12,1,0,0,0,554.159776
1971,12,2,0,0,0,811.842656
1971,12,3,0,0,0,1735.81984
1971,12,4,0,0,0,2489.04672
1971,12,5,0,0,0,2146.41344
1971,12,6,0,0,0,2231.36384
1971,12,7,0,0,0,3800.11456
1971,12,8,0,0,0,4369.28224
1971,12,9,0,0,0,4808.19264
1971,12,10,0,0,0,5170.64768
1971,12,11,0,0,0,5300.90496
1971,12,12,0,0,0,4694.92544
1971,12,13,0,0,0,3352.70912
1971,12,14,0,0,0,2455.06656
1971,12,15,0,0,0,2287.99744
1971,12,16,0,0,0,2251.1856
1971,12,17,0,0,0,2177.56192
1971,12,18,0,0,0,2466.39328
1971,12,19,0,0,0,2636.29408
1971,12,20,0,0,0,3233.77856
1971,12,21,0,0,0,3457.48128
1971,12,22,0,0,0,3290.41216
1971,12,23,0,0,0,2888.3136
1971,12,24,0,0,0,2446.57152
1971,12,25,0,0,0,2140.75008
1971,12,26,0,0,0,1775.46336
1971,12,27,0,0,0,1486.632
1971,12,28,0,0,0,1441.32512
1971,12,29,0,0,0,1243.10752
1971,12,30,0,0,0,1214.79072
1971,12,31,0,0,0,1401.6816
1972,1,1,0,0,0,1418.67168
1972,1,2,0,0,0,1163.82048
1972,1,3,0,0,0,1783.9584
1972,1,4,0,0,0,2959.1056
1972,1,5,0,0,0,4425.91584
1972,1,6,0,0,0,5060.21216
1972,1,7,0,0,0,5518.94432
1972,1,8,0,0,0,5768.13216
1972,1,9,0,0,0,5807.77568
1972,1,10,0,0,0,5776.6272
1972,1,11,0,0,0,6173.0624
1972,1,12,0,0,0,6654.448
1972,1,13,0,0,0,7277.4176
1972,1,14,0,0,0,7872.0704
1972,1,15,0,0,0,8268.5056
1972,1,16,0,0,0,8523.3568
1972,1,17,0,0,0,8495.04
1972,1,18,0,0,0,8495.04
1972,1,19,0,0,0,8183.5552
1972,1,20,0,0,0,7645.536
1972,1,21,0,0,0,7249.1008
1972,1,22,0,0,0,6880.9824
1972,1,23,0,0,0,6371.28
1972,1,24,0,0,0,5728.48864
1972,1,25,0,0,0,4816.68768
1972,1,26,0,0,0,3678.35232
1972,1,27,0,0,0,2896.80864
1972,1,28,0,0,0,2511.70016
1972,1,29,0,0,0,2302.15584
1972,1,30,0,0,0,2732.5712
1972,1,31,0,0,0,3482.9664
1972,2,1,0,0,0,3695.3424
1972,2,2,0,0,0,3712.33248
1972,2,3,0,0,0,3967.18368
1972,2,4,0,0,0,4312.64864
1972,2,5,0,0,0,4035.144
1972,2,6,0,0,0,3559.42176
1972,2,7,0,0,0,3987.00544
1972,2,8,0,0,0,4298.49024
1972,2,9,0,0,0,4168.23296
1972,2,10,0,0,0,4253.18336
1972,2,11,0,0,0,3768.96608
1972,2,12,0,0,0,3202.63008
1972,2,13,0,0,0,2874.1552
1972,2,14,0,0,0,2565.50208
1972,2,15,0,0,0,2353.12608
1972,2,16,0,0,0,2590.9872
1972,2,17,0,0,0,2520.1952
1972,2,18,0,0,0,2367.28448
1972,2,19,0,0,0,2616.47232
1972,2,20,0,0,0,2607.97728
1972,2,21,0,0,0,2265.344
1972,2,22,0,0,0,2030.31456
1972,2,23,0,0,0,2047.30464
1972,2,24,0,0,0,1917.04736
1972,2,25,0,0,0,1891.56224
1972,2,26,0,0,0,1659.36448
1972,2,27,0,0,0,1676.35456
1972,2,28,0,0,0,1531.93888
1972,2,29,0,0,0,1398.84992
1972,3,1,0,0,0,2435.2448
1972,3,2,0,0,0,4581.65824
1972,3,3,0,0,0,5204.62784
1972,3,4,0,0,0,5380.192
1972,3,5,0,0,0,5589.73632
1972,3,6,0,0,0,5606.7264
1972,3,7,0,0,0,5555.75616
1972,3,8,0,0,0,5162.15264
1972,3,9,0,0,0,4643.9552
1972,3,10,0,0,0,4352.29216
1972,3,11,0,0,0,4131.42112
1972,3,12,0,0,0,3834.09472
1972,3,13,0,0,0,3162.98656
1972,3,14,0,0,0,2585.32384
1972,3,15,0,0,0,2347.46272
1972,3,16,0,0,0,2537.18528
1972,3,17,0,0,0,2251.1856
1972,3,18,0,0,0,2208.7104
1972,3,19,0,0,0,2273.83904
1972,3,20,0,0,0,1956.69088
1972,3,21,0,0,0,1738.65152
1972,3,22,0,0,0,1679.18624
1972,3,23,0,0,0,1650.86944
1972,3,24,0,0,0,1815.10688
1972,3,25,0,0,0,1735.81984
1972,3,26,0,0,0,1840.592
1972,3,27,0,0,0,1625.38432
1972,3,28,0,0,0,1580.07744
1972,3,29,0,0,0,1897.2256
1972,3,30,0,0,0,1885.89888
1972,3,31,0,0,0,1900.05728
1972,4,1,0,0,0,2067.1264
1972,4,2,0,0,0,2027.48288
1972,4,3,0,0,0,1673.52288
1972,4,4,0,0,0,1565.91904
1972,4,5,0,0,0,1571.5824
1972,4,6,0,0,0,1582.90912
1972,4,7,0,0,0,1667.85952
1972,4,8,0,0,0,1633.87936
1972,4,9,0,0,0,1429.9984
1972,4,10,0,0,0,1237.44416
1972,4,11,0,0,0,1407.34496
1972,4,12,0,0,0,1413.00832
1972,4,13,0,0,0,1415.84
1972,4,14,0,0,0,1311.06784
1972,4,15,0,0,0,1155.32544
1972,4,16,0,0,0,1163.82048
1972,4,17,0,0,0,1268.59264
1972,4,18,0,0,0,894.81088
1972,4,19,0,0,0,985.42464
1972,4,20,0,0,0,1220.45408
1972,4,21,0,0,0,1214.79072
1972,4,22,0,0,0,1653.70112
1972,4,23,0,0,0,1288.4144
1972,4,24,0,0,0,1127.00864
1972,4,25,0,0,0,1356.37472
1972,4,26,0,0,0,1209.12736
1972,4,27,0,0,0,1234.61248
1972,4,28,0,0,0,1194.96896
1972,4,29,0,0,0,993.91968
1972,4,30,0,0,0,792.8704
1972,5,1,0,0,0,656.94976
1972,5,2,0,0,0,602.298336
1972,5,3,0,0,0,719.24672
1972,5,4,0,0,0,787.20704
1972,5,5,0,0,0,677.337856
1972,5,6,0,0,0,678.753696
1972,5,7,0,0,0,699.42496
1972,5,8,0,0,0,699.42496
1972,5,9,0,0,0,710.75168
1972,5,10,0,0,0,957.10784
1972,5,11,0,0,0,1093.02848
1972,5,12,0,0,0,1146.8304
1972,5,13,0,0,0,1455.48352
1972,5,14,0,0,0,2174.73024
1972,5,15,0,0,0,2525.85856
1972,5,16,0,0,0,2565.50208
1972,5,17,0,0,0,2330.47264
1972,5,18,0,0,0,2132.25504
1972,5,19,0,0,0,1934.03744
1972,5,20,0,0,0,1789.62176
1972,5,21,0,0,0,1486.632
1972,5,22,0,0,0,1131.822496
1972,5,23,0,0,0,795.985248
1972,5,24,0,0,0,743.599168
1972,5,25,0,0,0,678.753696
1972,5,26,0,0,0,799.383264
1972,5,27,0,0,0,880.65248
1972,5,28,0,0,0,598.333984
1972,5,29,0,0,0,650.720064
1972,5,30,0,0,0,578.229056
1972,5,31,0,0,0,589.838944
1972,6,1,0,0,0,593.23696
1972,6,2,0,0,0,654.684416
1972,6,3,0,0,0,671.957664
1972,6,4,0,0,0,634.29632
1972,6,5,0,0,0,599.183488
1972,6,6,0,0,0,752.660544
1972,6,7,0,0,0,725.759584
1972,6,8,0,0,0,970.133568
1972,6,9,0,0,0,729.723936
1972,6,10,0,0,0,707.92
1972,6,11,0,0,0,671.10816
1972,6,12,0,0,0,593.803296
1972,6,13,0,0,0,495.544
1972,6,14,0,0,0,539.718208
1972,6,15,0,0,0,639.676512
1972,6,16,0,0,0,650.436896
1972,6,17,0,0,0,577.096384
1972,6,18,0,0,0,556.991456
1972,6,19,0,0,0,648.45472
1972,6,20,0,0,0,579.644896
1972,6,21,0,0,0,538.0192
1972,6,22,0,0,0,468.359872
1972,6,23,0,0,0,427.017344
1972,6,24,0,0,0,429.282688
1972,6,25,0,0,0,431.8312
1972,6,26,0,0,0,607.112192
1972,6,27,0,0,0,764.836768
1972,6,28,0,0,0,949.179136
1972,6,29,0,0,0,1053.38496
1972,6,30,0,0,0,1211.95904
1972,7,1,0,0,0,1265.76096
1972,7,2,0,0,0,974.09792
1972,7,3,0,0,0,877.8208
1972,7,4,0,0,0,702.539808
1972,7,5,0,0,0,654.11808
1972,7,6,0,0,0,668.559648
1972,7,7,0,0,0,824.302048
1972,7,8,0,0,0,732.272448
1972,7,9,0,0,0,675.072512
1972,7,10,0,0,0,679.886368
1972,7,11,0,0,0,699.991296
1972,7,12,0,0,0,620.421088
1972,7,13,0,0,0,593.520128
1972,7,14,0,0,0,682.151712
1972,7,15,0,0,0,750.112032
1972,7,16,0,0,0,707.353664
1972,7,17,0,0,0,678.470528
1972,7,18,0,0,0,592.104288
1972,7,19,0,0,0,680.169536
1972,7,20,0,0,0,806.745632
1972,7,21,0,0,0,715.282368
1972,7,22,0,0,0,745.298176
1972,7,23,0,0,0,673.090336
1972,7,24,0,0,0,591.254784
1972,7,25,0,0,0,579.644896
1972,7,26,0,0,0,628.916128
1972,7,27,0,0,0,603.714176
1972,7,28,0,0,0,628.63296
1972,7,29,0,0,0,581.343904
1972,7,30,0,0,0,517.064768
1972,7,31,0,0,0,646.189376
1972,8,1,0,0,0,747.56352
1972,8,2,0,0,0,541.983552
1972,8,3,0,0,0,574.547872
1972,8,4,0,0,0,609.943872
1972,8,5,0,0,0,664.312128
1972,8,6,0,0,0,654.401248
1972,8,7,0,0,0,562.08848
1972,8,8,0,0,0,735.104128
1972,8,9,0,0,0,782.95952
1972,8,10,0,0,0,651.569568
1972,8,11,0,0,0,595.502304
1972,8,12,0,0,0,488.747968
