YYYY,MM,DD,hh,mm,ss,Q_AR_TR_sum (m^3/s)
1991,2,22,0,0,0,7158.48704
1991,2,23,0,0,0,7758.8032
1991,2,24,0,0,0,8098.6048
1991,2,25,0,0,0,8608.3072
1991,2,26,0,0,0,9089.6928
1991,2,27,0,0,0,9344.544
1991,2,28,0,0,0,9103.8512
1991,3,1,0,0,0,8970.76224
1991,3,2,0,0,0,9355.87072
1991,3,3,0,0,0,8613.97056
1991,3,4,0,0,0,7928.704
1991,3,5,0,0,0,8013.6544
1991,3,6,0,0,0,8466.7232
1991,3,7,0,0,0,8013.6544
1991,3,8,0,0,0,7104.68512
1991,3,9,0,0,0,6470.3888
1991,3,10,0,0,0,5872.90432
1991,3,11,0,0,0,4485.38112
1991,3,12,0,0,0,3763.30272
1991,3,13,0,0,0,2287.99744
1991,3,14,0,0,0,1956.69088
1991,3,15,0,0,0,1840.592
1991,3,16,0,0,0,1730.15648
1991,3,17,0,0,0,1849.08704
1991,3,18,0,0,0,1888.73056
1991,3,19,0,0,0,1520.61216
1991,3,20,0,0,0,1401.6816
1991,3,21,0,0,0,1234.61248
1991,3,22,0,0,0,1228.94912
1991,3,23,0,0,0,1030.73152
1991,3,24,0,0,0,1008.07808
1991,3,25,0,0,0,968.43456
1991,3,26,0,0,0,897.64256
1991,3,27,0,0,0,872.15744
1991,3,28,0,0,0,897.64256
1991,3,29,0,0,0,1800.94848
1991,3,30,0,0,0,4380.60896
1991,3,31,0,0,0,5012.0736
1991,4,1,0,0,0,6880.9824
1991,4,2,0,0,0,6767.7152
1991,4,3,0,0,0,6682.7648
1991,4,4,0,0,0,5983.33984
1991,4,5,0,0,0,5524.60768
1991,4,6,0,0,0,4542.01472
1991,4,7,0,0,0,2769.38304
1991,4,8,0,0,0,2169.06688
1991,4,9,0,0,0,1713.1664
1991,4,10,0,0,0,2166.2352
1991,4,11,0,0,0,2789.2048
1991,4,12,0,0,0,2927.95712
1991,4,13,0,0,0,2704.2544
1991,4,14,0,0,0,2814.68992
1991,4,15,0,0,0,3398.016
1991,4,16,0,0,0,3471.63968
1991,4,17,0,0,0,4635.46016
1991,4,18,0,0,0,4550.50976
1991,4,19,0,0,0,4380.60896
1991,4,20,0,0,0,4493.87616
1991,4,21,0,0,0,4567.49984
1991,4,22,0,0,0,4615.6384
1991,4,23,0,0,0,4754.39072
1991,4,24,0,0,0,4743.064
1991,4,25,0,0,0,4391.93568
1991,4,26,0,0,0,3856.74816
1991,4,27,0,0,0,2967.60064
1991,4,28,0,0,0,2033.14624
1991,4,29,0,0,0,2874.1552
1991,4,30,0,0,0,6133.41888
1991,5,1,0,0,0,6048.46848
1991,5,2,0,0,0,6212.70592
1991,5,3,0,0,0,6181.55744
1991,5,4,0,0,0,6337.29984
1991,5,5,0,0,0,5878.56768
1991,5,6,0,0,0,6756.38848
1991,5,7,0,0,0,7566.24896
1991,5,8,0,0,0,7331.21952
1991,5,9,0,0,0,7484.13024
1991,5,10,0,0,0,7948.52576
1991,5,11,0,0,0,8155.2384
1991,5,12,0,0,0,8126.9216
1991,5,13,0,0,0,8183.5552
1991,5,14,0,0,0,8155.2384
1991,5,15,0,0,0,7957.0208
1991,5,16,0,0,0,7843.7536
1991,5,17,0,0,0,7586.07072
1991,5,18,0,0,0,7019.73472
1991,5,19,0,0,0,6903.63584
1991,5,20,0,0,0,6603.47776
1991,5,21,0,0,0,6662.94304
1991,5,22,0,0,0,6651.61632
1991,5,23,0,0,0,6020.15168
1991,5,24,0,0,0,5286.74656
1991,5,25,0,0,0,4474.0544
1991,5,26,0,0,0,3480.13472
1991,5,27,0,0,0,3616.05536
1991,5,28,0,0,0,4210.70816
1991,5,29,0,0,0,4856.3312
1991,5,30,0,0,0,5224.4496
1991,5,31,0,0,0,5601.06304
1991,6,1,0,0,0,5187.63776
1991,6,2,0,0,0,4839.34112
1991,6,3,0,0,0,4816.68768
1991,6,4,0,0,0,4927.1232
1991,6,5,0,0,0,4850.66784
1991,6,6,0,0,0,5034.72704
1991,6,7,0,0,0,4675.10368
1991,6,8,0,0,0,3757.63936
1991,6,9,0,0,0,2392.7696
1991,6,10,0,0,0,1118.5136
1991,6,11,0,0,0,835.3456
1991,6,12,0,0,0,804.19712
1991,6,13,0,0,0,761.72192
1991,6,14,0,0,0,784.37536
1991,6,15,0,0,0,863.6624
1991,6,16,0,0,0,821.1872
1991,6,17,0,0,0,849.504
1991,6,18,0,0,0,948.6128
1991,6,19,0,0,0,985.42464
1991,6,20,0,0,0,1152.49376
1991,6,21,0,0,0,1135.50368
1991,6,22,0,0,0,968.43456
1991,6,23,0,0,0,928.79104
1991,6,24,0,0,0,1076.0384
1991,6,25,0,0,0,1214.79072
1991,6,26,0,0,0,1959.52256
1991,6,27,0,0,0,3332.88736
1991,6,28,0,0,0,3958.68864
1991,6,29,0,0,0,3570.74848
1991,6,30,0,0,0,2695.75936
1991,7,1,0,0,0,1591.40416
1991,7,2,0,0,0,1223.28576
1991,7,3,0,0,0,1146.8304
1991,7,4,0,0,0,903.30592
1991,7,5,0,0,0,1044.88992
1991,7,6,0,0,0,1257.26592
1991,7,7,0,0,0,1591.40416
1991,7,8,0,0,0,1554.59232
1991,7,9,0,0,0,1359.2064
1991,7,10,0,0,0,1299.74112
1991,7,11,0,0,0,1214.79072
1991,7,12,0,0,0,986.274144
1991,7,13,0,0,0,687.815072
1991,7,14,0,0,0,764.5536
1991,7,15,0,0,0,683.567552
1991,7,16,0,0,0,577.096384
1991,7,17,0,0,0,682.43488
1991,7,18,0,0,0,567.185504
1991,7,19,0,0,0,590.688448
1991,7,20,0,0,0,549.34592
1991,7,21,0,0,0,426.451008
1991,7,22,0,0,0,387.656992
1991,7,23,0,0,0,477.704416
1991,7,24,0,0,0,492.995488
1991,7,25,0,0,0,552.460768
1991,7,26,0,0,0,685.26656
1991,7,27,0,0,0,1146.8304
1991,7,28,0,0,0,982.59296
1991,7,29,0,0,0,701.973472
1991,7,30,0,0,0,623.535936
1991,7,31,0,0,0,713.866528
1991,8,1,0,0,0,560.389472
1991,8,2,0,0,0,625.234944
1991,8,3,0,0,0,576.530048
1991,8,4,0,0,0,487.332128
1991,8,5,0,0,0,444.290592
1991,8,6,0,0,0,494.411328
1991,8,7,0,0,0,464.678688
1991,8,8,0,0,0,458.448992
1991,8,9,0,0,0,440.043072
1991,8,10,0,0,0,475.155904
1991,8,11,0,0,0,497.526176
1991,8,12,0,0,0,426.734176
1991,8,13,0,0,0,577.945888
1991,8,14,0,0,0,577.096384
1991,8,15,0,0,0,588.423104
1991,8,16,0,0,0,593.520128
1991,8,17,0,0,0,547.93008
1991,8,18,0,0,0,509.419232
1991,8,19,0,0,0,553.59344
1991,8,20,0,0,0,579.361728
1991,8,21,0,0,0,558.973632
1991,8,22,0,0,0,533.77168
1991,8,23,0,0,0,486.765792
1991,8,24,0,0,0,513.383584
1991,8,25,0,0,0,479.403424
1991,8,26,0,0,0,524.993472
1991,8,27,0,0,0,671.10816
1991,8,28,0,0,0,654.11808
1991,8,29,0,0,0,622.403264
1991,8,30,0,0,0,578.229056
1991,8,31,0,0,0,656.94976
1991,9,1,0,0,0,648.45472
1991,9,2,0,0,0,596.351808
1991,9,3,0,0,0,481.3856
1991,9,4,0,0,0,474.589568
1991,9,5,0,0,0,478.837088
1991,9,6,0,0,0,568.318176
1991,9,7,0,0,0,494.411328
1991,9,8,0,0,0,483.934112
1991,9,9,0,0,0,530.373664
1991,9,10,0,0,0,489.314304
1991,9,11,0,0,0,494.694496
1991,9,12,0,0,0,471.757888
1991,9,13,0,0,0,490.730144
1991,9,14,0,0,0,516.498432
1991,9,15,0,0,0,463.829184
1991,9,16,0,0,0,404.363904
1991,9,17,0,0,0,531.223168
1991,9,18,0,0,0,605.97952
1991,9,19,0,0,0,457.882656
1991,9,20,0,0,0,511.11824
1991,9,21,0,0,0,418.239136
1991,9,22,0,0,0,400.116384
1991,9,23,0,0,0,427.866848
1991,9,24,0,0,0,316.581824
1991,9,25,0,0,0,719.24672
1991,9,26,0,0,0,1121.34528
1991,9,27,0,0,0,872.15744
1991,9,28,0,0,0,753.22688
1991,9,29,0,0,0,524.993472
1991,9,30,0,0,0,485.066784
1991,10,1,0,0,0,458.448992
1991,10,2,0,0,0,466.660864
1991,10,3,0,0,0,470.625216
1991,10,4,0,0,0,457.033152
1991,10,5,0,0,0,438.344064
1991,10,6,0,0,0,392.18768
1991,10,7,0,0,0,330.173888
1991,10,8,0,0,0,357.358016
1991,10,9,0,0,0,269.0096
1991,10,10,0,0,0,295.061056
1991,10,11,0,0,0,293.928384
1991,10,12,0,0,0,368.684736
1991,10,13,0,0,0,270.708608
1991,10,14,0,0,0,296.760064
1991,10,15,0,0,0,339.518432
1991,10,16,0,0,0,359.057024
1991,10,17,0,0,0,302.98976
1991,10,18,0,0,0,289.397696
1991,10,19,0,0,0,331.023392
1991,10,20,0,0,0,385.957984
1991,10,21,0,0,0,349.146144
1991,10,22,0,0,0,366.419392
1991,10,23,0,0,0,361.888704
1991,10,24,0,0,0,421.353984
1991,10,25,0,0,0,500.357856
1991,10,26,0,0,0,547.646912
1991,10,27,0,0,0,423.619328
1991,10,28,0,0,0,437.211392
1991,10,29,0,0,0,434.379712
1991,10,30,0,0,0,404.93024
1991,10,31,0,0,0,393.037184
1991,11,1,0,0,0,474.872736
1991,11,2,0,0,0,491.29648
1991,11,3,0,0,0,579.361728
1991,11,4,0,0,0,496.110336
1991,11,5,0,0,0,531.506336
1991,11,6,0,0,0,500.357856
1991,11,7,0,0,0,526.69248
1991,11,8,0,0,0,512.53408
1991,11,9,0,0,0,511.11824
1991,11,10,0,0,0,391.621344
1991,11,11,0,0,0,368.684736
1991,11,12,0,0,0,432.397536
1991,11,13,0,0,0,424.752
1991,11,14,0,0,0,408.328256
1991,11,15,0,0,0,362.738208
1991,11,16,0,0,0,346.8808
1991,11,17,0,0,0,385.10848
1991,11,18,0,0,0,332.439232
1991,11,19,0,0,0,472.041056
1991,11,20,0,0,0,724.91008
1991,11,21,0,0,0,1548.92896
1991,11,22,0,0,0,2152.0768
1991,11,23,0,0,0,2302.15584
1991,11,24,0,0,0,1738.65152
1991,11,25,0,0,0,1531.93888
1991,11,26,0,0,0,1379.02816
1991,11,27,0,0,0,1146.8304
1991,11,28,0,0,0,998.733536
1991,11,29,0,0,0,989.105824
1991,11,30,0,0,0,810.426816
1991,12,1,0,0,0,681.01904
1991,12,2,0,0,0,1078.87008
1991,12,3,0,0,0,1931.20576
1991,12,4,0,0,0,2834.51168
1991,12,5,0,0,0,3069.54112
1991,12,6,0,0,0,3143.1648
1991,12,7,0,0,0,3361.20416
1991,12,8,0,0,0,3567.9168
1991,12,9,0,0,0,3321.56064
1991,12,10,0,0,0,2919.46208
1991,12,11,0,0,0,2415.42304
1991,12,12,0,0,0,1900.05728
1991,12,13,0,0,0,1732.98816
1991,12,14,0,0,0,1820.77024
1991,12,15,0,0,0,1905.72064
1991,12,16,0,0,0,2021.81952
1991,12,17,0,0,0,2047.30464
1991,12,18,0,0,0,2007.66112
1991,12,19,0,0,0,1659.36448
1991,12,20,0,0,0,1333.72128
1991,12,21,0,0,0,1231.7808
1991,12,22,0,0,0,1155.32544
1991,12,23,0,0,0,982.59296
1991,12,24,0,0,0,937.28608
1991,12,25,0,0,0,798.53376
1991,12,26,0,0,0,739.06848
1991,12,27,0,0,0,812.69216
1991,12,28,0,0,0,1189.3056
1991,12,29,0,0,0,2010.4928
1991,12,30,0,0,0,2214.37376
1991,12,31,0,0,0,2115.26496
1992,1,1,0,0,0,1823.60192
1992,1,2,0,0,0,1752.80992
1992,1,3,0,0,0,1478.13696
1992,1,4,0,0,0,1755.6416
1992,1,5,0,0,0,1585.7408
1992,1,6,0,0,0,1636.71104
1992,1,7,0,0,0,1735.81984
1992,1,8,0,0,0,1687.68128
1992,1,9,0,0,0,2375.77952
1992,1,10,0,0,0,2262.51232
1992,1,11,0,0,0,1724.49312
1992,1,12,0,0,0,1393.18656
1992,1,13,0,0,0,1718.82976
1992,1,14,0,0,0,2135.08672
1992,1,15,0,0,0,2517.36352
1992,1,16,0,0,0,2545.68032
1992,1,17,0,0,0,2197.38368
1992,1,18,0,0,0,1741.4832
1992,1,19,0,0,0,2132.25504
1992,1,20,0,0,0,1985.00768
1992,1,21,0,0,0,2086.94816
1992,1,22,0,0,0,1877.40384
1992,1,23,0,0,0,2435.2448
1992,1,24,0,0,0,3887.89664
1992,1,25,0,0,0,3961.52032
1992,1,26,0,0,0,3550.92672
1992,1,27,0,0,0,3587.73856
1992,1,28,0,0,0,3684.01568
1992,1,29,0,0,0,3536.76832
1992,1,30,0,0,0,3100.6896
1992,1,31,0,0,0,2316.31424
1992,2,1,0,0,0,2177.56192
1992,2,2,0,0,0,1863.24544
1992,2,3,0,0,0,1495.12704
1992,2,4,0,0,0,1396.01824
1992,2,5,0,0,0,1597.06752
1992,2,6,0,0,0,2494.71008
1992,2,7,0,0,0,2868.49184
1992,2,8,0,0,0,2154.90848
1992,2,9,0,0,0,1342.21632
1992,2,10,0,0,0,993.91968
1992,2,11,0,0,0,897.64256
1992,2,12,0,0,0,818.35552
1992,2,13,0,0,0,824.01888
1992,2,14,0,0,0,1067.54336
1992,2,15,0,0,0,1404.51328
1992,2,16,0,0,0,3709.5008
1992,2,17,0,0,0,4686.4304
1992,2,18,0,0,0,5334.88512
1992,2,19,0,0,0,5238.608
1992,2,20,0,0,0,4904.46976
1992,2,21,0,0,0,4227.69824
1992,2,22,0,0,0,3364.03584
1992,2,23,0,0,0,3086.5312
1992,2,24,0,0,0,2497.54176
1992,2,25,0,0,0,3114.848
1992,2,26,0,0,0,3865.2432
1992,2,27,0,0,0,4680.76704
1992,2,28,0,0,0,5088.52896
1992,2,29,0,0,0,5221.61792
1992,3,1,0,0,0,4856.3312
1992,3,2,0,0,0,4091.7776
1992,3,3,0,0,0,3310.23392
1992,3,4,0,0,0,3307.40224
1992,3,5,0,0,0,3754.80768
1992,3,6,0,0,0,2823.18496
1992,3,7,0,0,0,2491.8784
1992,3,8,0,0,0,2171.89856
1992,3,9,0,0,0,2024.6512
1992,3,10,0,0,0,1908.55232
1992,3,11,0,0,0,2293.6608
1992,3,12,0,0,0,2675.9376
1992,3,13,0,0,0,2729.73952
1992,3,14,0,0,0,2310.65088
1992,3,15,0,0,0,2072.78976
1992,3,16,0,0,0,1800.94848
1992,3,17,0,0,0,1296.90944
1992,3,18,0,0,0,1313.89952
1992,3,19,0,0,0,1769.8
1992,3,20,0,0,0,2692.92768
1992,3,21,0,0,0,2758.05632
1992,3,22,0,0,0,2724.07616
1992,3,23,0,0,0,2585.32384
1992,3,24,0,0,0,2576.8288
1992,3,25,0,0,0,2661.7792
1992,3,26,0,0,0,2667.44256
1992,3,27,0,0,0,2421.0864
1992,3,28,0,0,0,2217.20544
1992,3,29,0,0,0,2018.98784
1992,3,30,0,0,0,1769.8
1992,3,31,0,0,0,1529.1072
1992,4,1,0,0,0,1359.2064
1992,4,2,0,0,0,1418.67168
1992,4,3,0,0,0,1311.06784
1992,4,4,0,0,0,1127.00864
1992,4,5,0,0,0,1098.69184
1992,4,6,0,0,0,846.67232
1992,4,7,0,0,0,849.504
1992,4,8,0,0,0,1016.57312
1992,4,9,0,0,0,1427.16672
1992,4,10,0,0,0,1200.63232
1992,4,11,0,0,0,1059.04832
1992,4,12,0,0,0,996.75136
1992,4,13,0,0,0,863.6624
1992,4,14,0,0,0,829.68224
1992,4,15,0,0,0,829.68224
1992,4,16,0,0,0,798.53376
1992,4,17,0,0,0,651.2864
1992,4,18,0,0,0,608.8112
1992,4,19,0,0,0,556.141952
1992,4,20,0,0,0,1104.3552
1992,4,21,0,0,0,1775.46336
1992,4,22,0,0,0,2755.22464
1992,4,23,0,0,0,3038.39264
1992,4,24,0,0,0,2769.38304
1992,4,25,0,0,0,2415.42304
1992,4,26,0,0,0,1659.36448
1992,4,27,0,0,0,1260.0976
1992,4,28,0,0,0,937.28608
1992,4,29,0,0,0,693.7616
1992,4,30,0,0,0,656.100256
1992,5,1,0,0,0,564.353824
1992,5,2,0,0,0,571.149856
1992,5,3,0,0,0,584.175584
1992,5,4,0,0,0,525.842976
1992,5,5,0,0,0,417.6728
1992,5,6,0,0,0,534.054848
1992,5,7,0,0,0,355.37584
1992,5,8,0,0,0,382.2768
1992,5,9,0,0,0,441.74208
1992,5,10,0,0,0,410.5936
1992,5,11,0,0,0,341.500608
1992,5,12,0,0,0,352.827328
1992,5,13,0,0,0,418.805472
1992,5,14,0,0,0,456.466816
1992,5,15,0,0,0,539.43504
1992,5,16,0,0,0,471.191552
1992,5,17,0,0,0,443.441088
1992,5,18,0,0,0,473.456896
1992,5,19,0,0,0,462.696512
1992,5,20,0,0,0,448.82128
1992,5,21,0,0,0,459.015328
1992,5,22,0,0,0,464.961856
1992,5,23,0,0,0,383.69264
1992,5,24,0,0,0,412.858944
1992,5,25,0,0,0,399.833216
1992,5,26,0,0,0,428.150016
1992,5,27,0,0,0,360.472864
1992,5,28,0,0,0,388.789664
1992,5,29,0,0,0,326.492704
1992,5,30,0,0,0,365.569888
1992,5,31,0,0,0,446.555936
1992,6,1,0,0,0,567.75184
1992,6,2,0,0,0,542.549888
1992,6,3,0,0,0,410.5936
1992,6,4,0,0,0,594.6528
1992,6,5,0,0,0,741.90016
1992,6,6,0,0,0,710.75168
1992,6,7,0,0,0,719.24672
1992,6,8,0,0,0,626.933952
1992,6,9,0,0,0,971.26624
1992,6,10,0,0,0,1138.33536
1992,6,11,0,0,0,1237.44416
1992,6,12,0,0,0,1152.49376
1992,6,13,0,0,0,1656.5328
1992,6,14,0,0,0,2271.00736
1992,6,15,0,0,0,1806.61184
1992,6,16,0,0,0,1401.6816
1992,6,17,0,0,0,1189.3056
1992,6,18,0,0,0,1019.4048
1992,6,19,0,0,0,654.401248
1992,6,20,0,0,0,846.67232
1992,6,21,0,0,0,824.01888
1992,6,22,0,0,0,525.27664
1992,6,23,0,0,0,506.587552
1992,6,24,0,0,0,471.47472
1992,6,25,0,0,0,530.94
1992,6,26,0,0,0,467.510368
1992,6,27,0,0,0,533.205344
1992,6,28,0,0,0,579.07856
1992,6,29,0,0,0,462.130176
1992,6,30,0,0,0,418.239136
1992,7,1,0,0,0,377.179776
1992,7,2,0,0,0,564.353824
1992,7,3,0,0,0,536.037024
1992,7,4,0,0,0,602.581504
1992,7,5,0,0,0,573.981536
1992,7,6,0,0,0,451.936128
1992,7,7,0,0,0,657.232928
1992,7,8,0,0,0,563.787488
1992,7,9,0,0,0,605.696352
1992,7,10,0,0,0,532.072672
1992,7,11,0,0,0,511.967744
1992,7,12,0,0,0,414.274784
1992,7,13,0,0,0,310.918464
1992,7,14,0,0,0,289.964032
1992,7,15,0,0,0,440.892576
1992,7,16,0,0,0,408.894592
1992,7,17,0,0,0,516.7816
1992,7,18,0,0,0,555.858784
1992,7,19,0,0,0,722.361568
1992,7,20,0,0,0,556.991456
1992,7,21,0,0,0,479.120256
1992,7,22,0,0,0,446.839104
1992,7,23,0,0,0,615.607232
1992,7,24,0,0,0,906.1376
1992,7,25,0,0,0,824.01888
1992,7,26,0,0,0,724.91008
1992,7,27,0,0,0,589.555776
1992,7,28,0,0,0,561.238976
1992,7,29,0,0,0,639.95968
1992,7,30,0,0,0,668.27648
1992,7,31,0,0,0,807.0288
1992,8,1,0,0,0,671.10816
1992,8,2,0,0,0,578.229056
1992,8,3,0,0,0,469.775712
1992,8,4,0,0,0,505.45488
1992,8,5,0,0,0,434.946048
1992,8,6,0,0,0,515.648928
1992,8,7,0,0,0,514.799424
1992,8,8,0,0,0,686.116064
1992,8,9,0,0,0,482.518272
1992,8,10,0,0,0,543.68256
1992,8,11,0,0,0,453.0688
1992,8,12,0,0,0,528.10832
1992,8,13,0,0,0,648.45472
1992,8,14,0,0,0,1260.0976
1992,8,15,0,0,0,1611.22592
1992,8,16,0,0,0,1036.39488
1992,8,17,0,0,0,643.357696
1992,8,18,0,0,0,609.660704
1992,8,19,0,0,0,605.696352
1992,8,20,0,0,0,517.064768
1992,8,21,0,0,0,543.68256
1992,8,22,0,0,0,608.8112
1992,8,23,0,0,0,773.898144
1992,8,24,0,0,0,1135.50368
1992,8,25,0,0,0,1055.933472
1992,8,26,0,0,0,924.54352
1992,8,27,0,0,0,855.16736
1992,8,28,0,0,0,1497.95872
1992,8,29,0,0,0,2081.2848
1992,8,30,0,0,0,1979.34432
1992,8,31,0,0,0,1362.03808
1992,9,1,0,0,0,906.1376
1992,9,2,0,0,0,764.5536
1992,9,3,0,0,0,719.24672
1992,9,4,0,0,0,1129.84032
1992,9,5,0,0,0,1704.67136
1992,9,6,0,0,0,2571.16544
1992,9,7,0,0,0,2228.53216
1992,9,8,0,0,0,2101.10656
1992,9,9,0,0,0,1373.3648
1992,9,10,0,0,0,1121.34528
1992,9,11,0,0,0,1050.55328
1992,9,12,0,0,0,877.254464
1992,9,13,0,0,0,918.313824
1992,9,14,0,0,0,778.712
1992,9,15,0,0,0,584.175584
1992,9,16,0,0,0,575.114208
1992,9,17,0,0,0,597.767648
1992,9,18,0,0,0,578.512224
1992,9,19,0,0,0,623.535936
1992,9,20,0,0,0,634.29632
1992,9,21,0,0,0,561.238976
1992,9,22,0,0,0,574.264704
1992,9,23,0,0,0,591.82112
1992,9,24,0,0,0,705.654656
1992,9,25,0,0,0,503.472704
1992,9,26,0,0,0,421.92032
1992,9,27,0,0,0,456.466816
1992,9,28,0,0,0,416.25696
1992,9,29,0,0,0,466.377696
1992,9,30,0,0,0,380.294624
1992,10,1,0,0,0,469.209376
1992,10,2,0,0,0,456.749984
1992,10,3,0,0,0,509.136064
1992,10,4,0,0,0,521.312288
1992,10,5,0,0,0,513.383584
1992,10,6,0,0,0,589.555776
1992,10,7,0,0,0,427.58368
1992,10,8,0,0,0,518.480608
1992,10,9,0,0,0,411.443104
1992,10,10,0,0,0,397.567872
1992,10,11,0,0,0,450.520288
1992,10,12,0,0,0,451.369792
1992,10,13,0,0,0,447.971776
1992,10,14,0,0,0,544.248896
1992,10,15,0,0,0,628.066624
1992,10,16,0,0,0,621.55376
1992,10,17,0,0,0,547.363744
1992,10,18,0,0,0,517.347936
1992,10,19,0,0,0,584.74192
1992,10,20,0,0,0,481.102432
1992,10,21,0,0,0,387.94016
1992,10,22,0,0,0,485.349952
1992,10,23,0,0,0,431.548032
1992,10,24,0,0,0,404.93024
1992,10,25,0,0,0,402.664896
1992,10,26,0,0,0,421.92032
1992,10,27,0,0,0,448.538112
1992,10,28,0,0,0,370.100576
1992,10,29,0,0,0,427.866848
1992,10,30,0,0,0,432.397536
1992,10,31,0,0,0,428.99952
1992,11,1,0,0,0,500.074688
1992,11,2,0,0,0,635.145824
1992,11,3,0,0,0,1211.95904
1992,11,4,0,0,0,1704.67136
1992,11,5,0,0,0,3437.65952
1992,11,6,0,0,0,4122.92608
1992,11,7,0,0,0,4222.03488
1992,11,8,0,0,0,3751.976
1992,11,9,0,0,0,2976.09568
1992,11,10,0,0,0,2472.05664
1992,11,11,0,0,0,2052.968
1992,11,12,0,0,0,2248.35392
1992,11,13,0,0,0,2576.8288
1992,11,14,0,0,0,2718.4128
1992,11,15,0,0,0,2273.83904
1992,11,16,0,0,0,1925.5424
1992,11,17,0,0,0,1738.65152
1992,11,18,0,0,0,1846.25536
1992,11,19,0,0,0,1670.6912
1992,11,20,0,0,0,1282.75104
1992,11,21,0,0,0,1574.41408
1992,11,22,0,0,0,2463.5616
1992,11,23,0,0,0,3086.5312
1992,11,24,0,0,0,4253.18336
1992,11,25,0,0,0,4986.58848
1992,11,26,0,0,0,5218.78624
1992,11,27,0,0,0,5283.91488
1992,11,28,0,0,0,5133.83584
1992,11,29,0,0,0,4632.62848
1992,11,30,0,0,0,4054.96576
1992,12,1,0,0,0,3307.40224
1992,12,2,0,0,0,2964.76896
1992,12,3,0,0,0,2287.99744
1992,12,4,0,0,0,2069.95808
1992,12,5,0,0,0,2069.95808
1992,12,6,0,0,0,2446.57152
1992,12,7,0,0,0,2237.0272
1992,12,8,0,0,0,1965.18592
1992,12,9,0,0,0,2143.58176
1992,12,10,0,0,0,2217.20544
1992,12,11,0,0,0,2565.50208
1992,12,12,0,0,0,2415.42304
1992,12,13,0,0,0,2191.72032
1992,12,14,0,0,0,1761.30496
1992,12,15,0,0,0,1682.01792
1992,12,16,0,0,0,2644.78912
1992,12,17,0,0,0,5074.37056
1992,12,18,0,0,0,5870.07264
1992,12,19,0,0,0,5895.55776
1992,12,20,0,0,0,5799.28064
1992,12,21,0,0,0,5728.48864
1992,12,22,0,0,0,5697.34016
1992,12,23,0,0,0,5555.75616
1992,12,24,0,0,0,5102.68736
1992,12,25,0,0,0,4703.42048
1992,12,26,0,0,0,4397.59904
1992,12,27,0,0,0,3828.43136
1992,12,28,0,0,0,3760.47104
1992,12,29,0,0,0,4219.2032
1992,12,30,0,0,0,3423.50112
1992,12,31,0,0,0,2973.264
1993,1,1,0,0,0,2896.80864
1993,1,2,0,0,0,2690.096
1993,1,3,0,0,0,2455.06656
1993,1,4,0,0,0,2392.7696
1993,1,5,0,0,0,2395.60128
1993,1,6,0,0,0,2627.79904
1993,1,7,0,0,0,2681.60096
1993,1,8,0,0,0,2899.64032
1993,1,9,0,0,0,3873.73824
1993,1,10,0,0,0,3984.17376
1993,1,11,0,0,0,3902.05504
1993,1,12,0,0,0,4454.23264
1993,1,13,0,0,0,5054.5488
1993,1,14,0,0,0,5932.3696
1993,1,15,0,0,0,6467.55712
1993,1,16,0,0,0,6682.7648
1993,1,17,0,0,0,6580.82432
1993,1,18,0,0,0,6156.07232
1993,1,19,0,0,0,5620.8848
1993,1,20,0,0,0,5026.232
1993,1,21,0,0,0,6597.8144
1993,1,22,0,0,0,6994.2496
1993,1,23,0,0,0,7135.8336
1993,1,24,0,0,0,7277.4176
1993,1,25,0,0,0,7588.9024
1993,1,26,0,0,0,7702.1696
1993,1,27,0,0,0,7532.2688
1993,1,28,0,0,0,6711.0816
1993,1,29,0,0,0,5640.70656
1993,1,30,0,0,0,3936.0352
1993,1,31,0,0,0,3633.04544
1993,2,1,0,0,0,3491.46144
1993,2,2,0,0,0,2939.28384
1993,2,3,0,0,0,2596.65056
1993,2,4,0,0,0,2367.28448
1993,2,5,0,0,0,2180.3936
1993,2,6,0,0,0,1826.4336
1993,2,7,0,0,0,1687.68128
1993,2,8,0,0,0,1673.52288
1993,2,9,0,0,0,1670.6912
1993,2,10,0,0,0,1639.54272
1993,2,11,0,0,0,1701.83968
1993,2,12,0,0,0,2554.17536
1993,2,13,0,0,0,3420.66944
1993,2,14,0,0,0,3457.48128
1993,2,15,0,0,0,2840.17504
1993,2,16,0,0,0,2908.13536
1993,2,17,0,0,0,3882.23328
1993,2,18,0,0,0,4992.25184
1993,2,19,0,0,0,5858.74592
1993,2,20,0,0,0,4980.92512
1993,2,21,0,0,0,3352.70912
1993,2,22,0,0,0,2936.45216
1993,2,23,0,0,0,2837.34336
1993,2,24,0,0,0,2540.01696
1993,2,25,0,0,0,2392.7696
1993,2,26,0,0,0,2409.75968
1993,2,27,0,0,0,2494.71008
1993,2,28,0,0,0,2052.968
1993,3,1,0,0,0,1922.71072
1993,3,2,0,0,0,1970.84928
1993,3,3,0,0,0,3160.15488
1993,3,4,0,0,0,3862.41152
1993,3,5,0,0,0,3485.79808
1993,3,6,0,0,0,3582.0752
1993,3,7,0,0,0,3089.36288
1993,3,8,0,0,0,2313.48256
1993,3,9,0,0,0,2129.42336
1993,3,10,0,0,0,1908.55232
1993,3,11,0,0,0,1500.7904
1993,3,12,0,0,0,1444.1568
1993,3,13,0,0,0,1880.23552
1993,3,14,0,0,0,2254.01728
1993,3,15,0,0,0,2316.31424
